fwe.lower,aqem.code,gen,sp,streamzone_euc,streamzone_hyc,streamzone_erh,streamzone_mrh,streamzone_hrh,streamzone_epo,streamzone_mpo,streamzone_hpo,streamzone_lit,streamzone_pro,tachlong_cr,tachlong_er,tachlong_mr,tachlong_hr,tachlong_ep,tachlong_mp,tachlong_est,tachlong_out,tachtrans_rich,tachtrans_bcsa,tachtrans_ppdsa,tachtrans_mapb,tachtrans_tmpw,tachtrans_lake,tachtrans_gw,tachalt_low,tachalt_pie,tachalt_alt,tachsub_fbcp,tachsub_grvl,tachsub_sand,tachsub_silt,tachsub_macp,tachsub_micp,tachsub_twro,tachsub_odli,tachsub_mud,currpref_lib,currpref_lip,currpref_lrp,currpref_rlp,currpref_rhp,currpref_rhb,currpref_ind,tachcurr_null,tachcurr_slow,tachcurr_medium,tachcurr_fast,tachtemp_psy,tachtemp_the,tachtemp_eut,tachph_less4,tachph_4to4.5,tachph_4.5to5,tachph_5to5.5,tachph_5.5to6,tachph_gre6,tachsal_frw,tachsal_brw,tachsap_x,tachsap_o,tachsap_b,tachsap_a,tachsap_p,tachtroph_oli,tachtroph_meso,tachtroph_eu,feedingtype_gra,feedingtype_min,feedingtype_xyl,feedingtype_shr,feedingtype_gat,feedingtype_aff,feedingtype_pff,feedingtype_pre,feedingtype_par,feedingtype_oth,tachfood_mior,tachfood_detl1,tachfood_dpg1,tachfood_limi,tachfood_lima,tachfood_dag1,tachfood_lmic,tachfood_lmac,tachfood_vert,tachfeed_abs,tachfeed_dpf,tachfeed_shr,tachfeed_scr,tachfeed_fif,tachfeed_pie,tachfeed_pre,tachfeed_par,locotype_sws,locotype_swd,locotype_bub,locotype_spw,locotype_ses,locotype_oth,tachloco_flr,tachloco_ssw,tachloco_wsw,tachloco_crw,tachloco_bur,tachloco_int,tachloco_tat,tachloco_pat,tachrespir_teg,tachrespir_gil,tachrespir_pls,tachrespir_spi,tachrespir_ves,tachsize_less0.25,tachsize_0.25to0.5,tachsize_0.5to1,tachsize_1to2,tachsize_2to4,tachsize_4to8,tachsize_gre8,tachresis_egg,tachresis_coc,tachresis_hou,tachresis_did,tachresis_non,tachdisp_aquapass,tachdisp_aquaact,tachdisp_aerpass,tachdisp_aeract,tachaqua_egg,tachaqua_larva,tachaqua_nymph,tachaqua_adult,tachlong_less1,tachlong_gre1,tachcycle_less1,tachcycle_one,tachcycle_gre1,tachrepro_ovo,tachrepro_fie,tachrepro_cie,tachrepro_fic,tachrepro_frc,tachrepro_vec,tachrepro_tec,tachrepro_ase
Libellulidae Gen. sp.,8411,NA,NA,0.136363636,0.090909091,0.045454545,0.045454545,0.090909091,0.090909091,0.636363636,0.090909091,8.772727273,0,0.4,0.2,0.4,0.4,0,0,0,3.4,0,1.2,2.4,2,1.4,1.4,0,3,2,0.8,0.6,0.6,0.8,0.6,2.4,0,0.4,1.4,1,0.272727273,0.454545455,0.181818182,0.090909091,0,0,0,3,1.2,0.4,0,NA,NA,NA,1.4,1.6,1.8,1.6,1.6,1.8,3,0.8,0,1.2,2.4,1,0,1,1.2,0.6,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,3.043478261,1.434782609,5.434782609,0.086956522,0,0,0,1.4,4,0.4,0,0,0,1,3,0,0,0,0,0,0,1.8,1.8,0,0,0.6,0,0,0.4,1.4,0.4,0.6,0,3,2.8,3,0,0,1,1.8,1.8,1,0.6,0,2.2,1.4,0,0,0,0.2,0
Helobdella sp.,9009,Helobdella,sp.,0,0,0,1,2,2,2,1,2,0,0,0,2,2,2,2,0,2,1,1,2,0,1,2,0,3,0,0,2,0,0,0,5,0,0,3,0,0,0,0,0,0,0,1,2,3,1,0,NA,NA,NA,1,1,1,2,3,3,3,0,0,0,1,2,0,0,2,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,1,0,1,0,3,0,0,0,0,0,0,3,1,0,0,0,0,3,0,0,0,1,1,0,0,3,3,0,3,3,1,0,3,1,2,0,0,0,1,0,0,0
Notonectidae Gen. sp.,8666,NA,NA,0,0,0,0,0,0,0,0.111111111,9.888888889,0,0.5,0.5,0,0,0.5,0.5,0.5,5,0,0.5,3,0.5,1,1,0,3,1,0,0.5,0,0,0,2,0,0,1,1,0,1,0,0,0,0,0,3,1,0,0,1,0,0,1,2,3,3,3,3,3,1,0,1,3,0,0,1,3,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,1.5,4,0.5,0,0,0,0,0,3,0.5,0,0,5.8,0,3.5,0,0.7,2,2,4,0,0,0,0,0,0.5,0,0.5,3,0,0,0,1.5,1.5,0,0,0,1,0,0,2.5,0,0,2,0,3,2.5,3,0,2,3,1,0,2,0.5,0,0,0,1,0,3,0,0
Ceraclea sp.,4584,Ceraclea,sp.,0,0,0,0,1.7,5.3,1.8,0,1.2,0,0,1,1,3,5,4,1,2,1,4,1,0,0,4,0,3,0,0,4,2,2,1,1,0,3,1,1,0.375,0,0.25,0,0.375,0,0,1,3,1,1,0.5,0.5,0,0,0,0,1,3,3,3,1,0,1,3,2,0,1,1,2,0,0,0,5,5,0,0,0,0,0,0,4,1,1,2,0,0,2,0,0,1,3,1,0,0,1,1,0,0,0,10,0,0,0,0,0,5,0,0,0,0,2,3,0,0,0,0,0,2,3,0,0,0,0,0,0,2,2,2,1,1,3,3,3,3,0,3,1,0,3,1,0,0,0,3,1,0,0,0
Velia sp.,7150,Velia,sp.,1,2,2.333333333,2.666666667,1.666666667,0.333333333,0,0,0,0,2,2,1,1,1,0,0,5,0,4,2,0,1,2,1,3,2,0,3,0,2,0,1,0,0,1,0,0,0,0,1,0,0,0,1,2,1,0,NA,NA,NA,0,0,1,2,2,3,3,1,0,3,1,0,0,3,1,1,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,3,1,0,10,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,3,0,1,3,0,1,0,2,0,2,3,0,0,3,1,0,0,0,3,0,0,3,0
Sigara sp.,6829,Sigara,sp.,0,0,0,0,0,0,0.055555556,0.055555556,9.888888889,0,0,1,1,1,1,1,1,4,1,2,3,1,2,3,0,3,2,0,0,1,2,1,3,0,0,3,0,0,0,1,0,0,0,0,3,2,0,0,NA,NA,NA,1,1,3,3,3,3,3,3,0,3,3,2,0,3,3,2,0,0,0,0,10,0,0,0,0,0,0,0,3,3,1,1,2,0,0,0,0,3,2,0,2,0,0,0,9,0,0,0,1,1,0,5,0,0,0,0,0,1,0,2,3,0,0,1,3,0,0,0,0,0,0,0,1,0,1,2,1,2,3,3,0,2,3,2,0,2,2,0,0,1,3,0,2,0,0
Culicidae Gen. sp.,7726,NA,NA,0.407407407,0,0,0,0,0,0,0,6.62962963,2.962962963,0,0,0,1,0,0,1,5,0,1,2,2,4,2,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,3,0,0,0,0,1,0,3,3,3,3,3,3,3,2,0,2,3,2,1,0,3,3,0,0,0,0,0,9,0,1,0,0,0,3,0,3,0,0,3,0,0,0,2,0,1,0,0,2,0,0,5.5,0,3.75,0,0.75,0,5,0,0,0,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,3,0,0,2,0,0,0,2,3,1,3,3,0,3,0,0,2,2,0,1,0,0,3,0,1,0
Tipulidae Gen. sp.,8487,NA,NA,0,0.142857143,0.857142857,0.714285714,0.714285714,0.142857143,0,0,7.428571429,0,1,2,1,1,1,1,1,3,0,4,3,2,3,2,0,2,2,0,2,2,1,1,4,0,2,4,2,0,1,0,0,0,0,0,3,2,1,0,1,0,0,2,2,2,3,3,2,3,2,2,3,3,1,0,3,2,1,0,0,0,7,3,0,0,0,0,0,0,2,4,2,2,0,1,2,0,0,2,3,0,0,0,2,0,0,0,10,0,0,0,0,0,0,1,4,0,0,0,2,1,0,3,0,0,0,0,0,3,2,0,0,2,0,0,2,0,1,0,1,2,2,2,0,2,3,1,3,1,0,3,0,0,0,0,1,0
Jungiella/Psychoda/Tinearia sp.,20197,Jungiella/Psychoda/Tinearia,sp.,0,1.5,2.5,1,0,0,0,0,5,0,1,2,2,2,0,0,2,2,0,4,2,1,2,0,0,3,1,1,4,2,2,1,5,0,3,4,3,0,0,0.5,0,0,0,0.5,2,3,1,1,NA,NA,NA,0,1,2,2,3,3,3,1,0,1,2,3,2,1,3,3,0,0,0,0,9.666666667,0,0,0,0,0.333333333,0,2,4,2,1,2,0,0,0,0,2,3,1,0,0,0,0,0,0,10,0,0,0,0,1,0,2,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,3,1,0,1,2,2,2,0,3,0,0,1,3,1,0,1,3,0,0,0,0
Drusus annulatus/biguttatus,20153,Drusus,annulatus/biguttatus,2.893617021,3.978723404,2.382978723,0.744680851,0,0,0,0,0,0,3,5,2,1,0,0,0,1,2,3,0,1,1,1,0,2,2,2,4,1,0,0,2,0,0,2,1,0,0,0,0,1,0,0,0,1,2,3,2,0,0,0,0,1,1,2,3,3,0,2,3,1,0,0,3,0,0,8,0,0,1,1,0,0,0,0,0,1,0,1,3,2,0,0,2,0,0,0,2,3,0,0,0,0,0,0,0,10,0,0,0,0,0,5,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,3,2,0,2,3,3,3,0,3,1,1,3,0,0,0,0,3,0,0,1,0
Hydrachnidia Gen. sp.,8825,Hydrachnidia,Gen. sp.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,7,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0,0,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Orconectes sp.,9121,Orconectes,sp.,0,0,0,0,0,1,3,3,3,0,0,1,2,2,2,2,0,1,0,2,2,0,0,1,0,3,0,0,2,0,0,2,3,0,0,0,0,0,0,0,1,0,0,0,2,3,1,0,NA,NA,NA,0,0,0,0,0,3,3,0,0,0,3,2,0,2,3,0,0,0,0,0,3,0,0,3,0,4,0,0,3,0,0,0,0,3,0,0,0,2,2,0,0,2,0,0,0,0,10,0,0,0,0,1,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,3,0,0,0,0,3,0,2,0,0,3,3,0,3,0,3,0,3,0,3,0,0,3,0,0,0,0
